year,length,budget,rating,mpaa,type,y,genre,length_c,logit
1998,95,1.20E+07,3.2,R,Bad,0,Action,-12.67723881,0.126207555
2002,145,1.02E+08,7.8,PG-13,Good,1,"Action, Drama",37.32276119,0.17660865
1996,122,4.20E+07,5.7,PG-13,Bad,0,"Comedy, Drama, Romance",14.32276119,0.286317267
2000,109,4.50E+07,6.2,PG-13,Good,1,Comedy,1.322761194,0.121758461
1996,110,7.50E+07,6.6,PG-13,Good,1,Action,2.322761194,0.367853782
2000,123,1.25E+08,5.7,PG-13,Bad,0,Action,15.32276119,0.319422738
2004,128,1.20E+07,7,R,Good,1,Drama,20.32276119,-0.13174927
1999,102,2.10E+07,5.5,PG-13,Bad,0,"Comedy, Drama, Romance",-5.677238806,0.105451982
1970,124,1.10E+07,6.6,PG,Good,1,Drama,16.32276119,1.32753527
2003,117,6.50E+07,6.1,PG-13,Good,1,"Comedy, Drama, Romance",9.322761194,0.042196117
1997,97,2.50E+07,5.5,R,Bad,0,"Action, Comedy",-10.67723881,0.201320804
1995,103,6.80E+07,5.1,R,Bad,0,"Action, Comedy, Drama",-4.677238806,0.393550962
2001,92,7.50E+07,4.7,PG-13,Bad,0,"Animation, Comedy",-15.67723881,0.15288976
2004,92,1.00E+06,4.7,R,Bad,0,Drama,-15.67723881,-0.158928109
2003,109,8.00E+06,7.4,R,Good,1,Drama,1.322761194,-0.09863968
2001,112,4.00E+06,7.3,R,Good,1,"Drama, Romance",4.322761194,-0.022537285
2005,102,6.00E+07,5.6,PG-13,Bad,0,"Comedy, Romance",-5.677238806,-0.056143509
1998,92,4.00E+06,6.1,R,Good,1,"Action, Drama",-15.67723881,0.106441127
2002,117,2.00E+07,6.9,PG-13,Good,1,"Drama, Romance",9.322761194,-0.025997234
1995,101,2.00E+07,5,PG-13,Bad,0,Action,-6.677238806,0.274952395
1997,91,3.00E+07,3,PG-13,Bad,0,Action,-16.67723881,0.213674821
1996,114,5500000,7.1,R,Good,1,"Drama, Romance",6.322761194,0.196132941
2001,127,52500000,7.7,PG-13,Good,1,"Drama, Romance",19.32276119,0.097296682
1997,99,3.80E+07,5.8,PG,Bad,0,"Action, Comedy",-8.677238806,0.233441249
2004,104,3.00E+07,5.7,PG-13,Bad,0,"Comedy, Drama",-3.677238806,-0.087274808
2002,96,5.00E+07,5.5,PG-13,Bad,0,"Comedy, Romance",-11.67723881,0.04812687
1996,105,2.50E+07,5.8,PG-13,Bad,0,"Comedy, Romance",-2.677238806,0.244313608
2003,94,8.00E+05,6.8,R,Good,1,Drama,-13.67723881,-0.116429465
1999,111,3500000,6.3,R,Good,1,Comedy,3.322761194,0.062212921
2001,147,1.50E+07,7.9,R,Good,1,Drama,39.32276119,0.004641553
1996,117,4.50E+07,5.7,PG-13,Bad,0,Comedy,9.322761194,0.293729678
1999,112,2.80E+07,6.9,R,Good,1,"Comedy, Drama",4.322761194,0.122747606
2001,130,9.80E+07,6.1,PG-13,Good,1,Action,22.32276119,0.20971824
1999,124,7.60E+07,6.5,PG-13,Good,1,"Action, Comedy",16.32276119,0.241346172
1994,106,3.00E+06,7.1,R,Good,1,"Comedy, Romance",-1.677238806,0.275941541
1999,97,1.50E+07,5.6,PG-13,Bad,0,Comedy,-10.67723881,0.090627161
1999,124,2.70E+07,6.6,PG,Good,1,Drama,16.32276119,0.120276803
2001,104,4.00E+07,4.4,PG-13,Bad,0,"Action, Drama, Romance",-3.677238806,0.066411639
2001,81,2.00E+05,6.4,R,Good,1,"Animation, Comedy",-26.67723881,-0.031926339
1994,95,2.00E+06,6.8,R,Good,1,Comedy,-12.67723881,0.273470737
1997,105,4.60E+07,6.4,PG-13,Good,1,"Comedy, Romance",-2.677238806,0.253207677
2002,95,5.00E+06,6.9,PG,Good,1,"Comedy, Romance",-12.67723881,-0.063059286
2003,90,1.40E+07,4.1,R,Bad,0,"Comedy, Romance",-17.67723881,-0.083814859
1992,120,1.10E+07,7.2,R,Good,1,Comedy,12.32276119,0.381693577
2000,95,7.00E+06,7.1,PG,Good,1,Drama,-12.67723881,0.027867929
1995,128,5500000,7,R,Good,1,Drama,20.32276119,0.239125745
1999,93,6.00E+07,4.5,PG,Bad,0,Comedy,-14.67723881,0.201813317
1996,101,21500000,6.3,PG-13,Good,1,Comedy,-6.677238806,0.235665796
1993,84,22000,3.9,R,Bad,0,Comedy,-23.67723881,0.311576292
1999,121,6.80E+07,5.8,PG-13,Bad,0,"Action, Comedy",13.32276119,0.221579745
1999,119,2.80E+07,6.4,R,Good,1,"Comedy, Drama",11.32276119,0.122747606
2001,117,2500000,5.2,PG,Bad,0,Drama,9.322761194,-0.026243491
2003,137,3.00E+07,8,R,Good,1,Drama,29.32276119,-0.044282004
1994,93,1.00E+06,5.7,R,Bad,0,Drama,-14.67723881,0.270999934
2004,86,4.00E+05,7.2,PG,Good,1,Comedy,-21.67723881,-0.160410591
2002,89,3.00E+06,6.9,PG,Good,1,Documentary,-18.67723881,-0.068000893
2002,105,7500000,7.3,R,Good,1,Drama,-2.677238806,-0.056882278
2004,131,1.00E+08,6.6,PG,Good,1,Action,23.32276119,0.085681434
1998,139,5.00E+07,7.2,R,Good,1,"Action, Drama",31.32276119,0.220098086
1995,114,2.20E+07,5.6,PG-13,Bad,0,"Action, Drama",6.322761194,0.279894002
2001,98,5.00E+05,5.7,R,Bad,0,"Comedy, Romance",-9.677238806,-0.031185098
2002,89,1.30E+07,5.2,PG-13,Bad,0,Comedy,-18.67723881,-0.043292859
1995,98,5.00E+06,5.4,R,Bad,0,Drama,-9.677238806,0.237890343
1998,113,2.70E+07,5.7,PG-13,Bad,0,"Action, Drama",5.322761194,0.163269607
2000,108,2.50E+07,4.7,PG-13,Bad,0,"Comedy, Drama",0.322761194,0.072342391
2000,98,9500000,5.2,R,Bad,0,Comedy,-9.677238806,0.034044938
1998,104,1.00E+06,6.7,R,Good,1,"Comedy, Drama, Romance",-3.677238806,0.099028717
2002,132,1.00E+07,7.4,PG,Good,1,Drama,24.32276119,-0.050705269
1997,128,9.00E+06,6.9,R,Good,1,Drama,20.32276119,0.161787949
1995,212,5.00E+07,6.8,R,Good,1,Drama,104.3227612,0.349076499
1998,95,1.20E+07,4.4,R,Bad,0,"Action, Drama",-12.67723881,0.126207555
1998,96,5.00E+06,5.6,R,Bad,0,"Comedy, Drama, Romance",-11.67723881,0.108911931
1996,99,4.00E+06,6.6,R,Good,1,Drama,-8.677238806,0.192426736
2004,115,4200000,6.3,R,Good,1,Action,7.322761194,-0.151021537
2003,103,1900000,6.2,PG-13,Good,1,Drama,-4.677238806,-0.113711581
2001,89,1.60E+07,5.2,R,Bad,0,Comedy,-18.67723881,0.007112356
2004,123,3.00E+07,7.8,PG-13,Good,1,"Drama, Romance",15.32276119,-0.087274808
1999,124,4.20E+07,7,PG-13,Good,1,"Comedy, Drama, Romance",16.32276119,0.157338855
2004,73,3.00E+05,2.8,R,Bad,0,Drama,-34.67723881,-0.160657671
2001,95,6.00E+06,5.9,R,Bad,0,"Comedy, Drama",-12.67723881,-0.017595679
2000,114,1500000,7.6,R,Good,1,Drama,6.322761194,0.01427851
2000,110,2.40E+07,6.6,R,Good,1,"Comedy, Drama, Romance",2.322761194,0.069871588
2000,109,8.40E+07,4.5,PG-13,Bad,0,Comedy,1.322761194,0.218119796
1996,95,5.40E+07,5.8,PG-13,Bad,0,"Comedy, Romance",-12.67723881,0.315966909
2001,95,5.00E+06,6.3,R,Good,1,"Drama, Romance",-12.67723881,-0.020066482
2000,106,2.60E+07,7.8,PG-13,Good,1,Comedy,-1.677238806,0.074813195
1998,111,1.50E+07,6,R,Bad,0,"Comedy, Drama, Romance",3.322761194,0.133619965
2001,116,8.50E+07,7.5,PG-13,Good,1,Comedy,8.322761194,0.177597795
2004,125,1.10E+08,6,PG-13,Bad,0,Comedy,17.32276119,0.110389469
1999,89,1.00E+07,7.7,R,Good,1,Comedy,-18.67723881,0.078273144
2003,92,2.40E+07,6.7,R,Good,1,Comedy,-15.67723881,-0.059106825
1998,103,3.00E+06,4.8,R,Bad,0,Drama,-4.677238806,0.103970324
2001,85,1.00E+07,4.1,PG,Bad,0,"Comedy, Romance",-22.67723881,-0.007712465
1984,227,3.00E+07,8.2,R,Good,1,Drama,119.3227612,0.772581277
2003,102,2.90E+07,6,R,Bad,0,Action,-5.677238806,-0.046752807
1997,119,2.30E+07,6.3,R,Good,1,Drama,11.32276119,0.196379197
2001,105,6500000,5.1,R,Bad,0,Drama,-2.677238806,-0.016360277
2002,94,4.00E+05,2.7,R,Bad,0,Comedy,-13.67723881,-0.074424982
2002,96,1.20E+07,7.1,R,Good,1,Drama,-11.67723881,-0.045763662
1997,102,2.40E+07,5.7,R,Bad,0,Drama,-5.677238806,0.198850001
1998,127,3.00E+07,7,R,Good,1,Drama,19.32276119,0.170682017
1999,106,1.40E+07,6.3,R,Good,1,"Drama, Romance",-1.677238806,0.088156358
2003,139,2.60E+07,7.5,R,Good,1,Drama,31.32276119,-0.054165218
2003,79,130000,6.1,R,Good,1,Drama,-28.67723881,-0.118084903
2002,82,1.80E+07,6.1,PG-13,Good,1,"Comedy, Drama",-25.67723881,-0.030938841
1997,92,1.00E+06,5.7,NC-17,Bad,0,Comedy,-15.67723881,0.142021521
1996,99,4800000,5.3,R,Bad,0,Drama,-8.677238806,0.194403378
2000,115,3.00E+06,6.1,R,Good,1,"Comedy, Documentary",7.322761194,0.017984715
2001,116,2.60E+07,5.5,R,Bad,0,"Drama, Romance",8.322761194,0.031820391
2003,83,46000,7.5,PG-13,Good,1,Drama,-24.67723881,-0.118292451
2001,95,7.50E+07,6.2,PG,Good,1,"Animation, Comedy",-12.67723881,0.15288976
1995,123,1.10E+07,6.8,R,Good,1,Drama,15.32276119,0.252715164
2001,113,7.00E+06,6.5,PG,Good,1,Drama,5.322761194,-0.015124875
2001,104,1.70E+07,7.8,PG-13,Good,1,Drama,-3.677238806,0.00958316
1998,106,3500000,6.7,R,Good,1,Drama,-1.677238806,0.105205726
2001,92,1.10E+07,5.2,PG-13,Bad,0,Comedy,-15.67723881,-0.005241661
2003,88,2.00E+07,3,R,Bad,0,Action,-19.67723881,-0.068990039
2004,88,2.00E+07,3.7,R,Bad,0,"Action, Drama, Romance",-19.67723881,-0.111982843
1995,105,1500000,4.7,R,Bad,0,Drama,-2.677238806,0.229242531
1999,90,4.00E+07,5,PG-13,Bad,0,Comedy,-17.67723881,0.152397248
1995,127,5.00E+07,6.4,R,Good,1,Drama,19.32276119,0.349076499
1999,96,7.00E+06,6.1,R,Good,1,"Comedy, Drama, Romance",-11.67723881,0.070860733
1983,91,1.00E+07,6.8,PG-13,Good,1,Drama,-16.67723881,0.766158011
1998,87,1.20E+07,5.9,PG-13,Bad,0,"Comedy, Romance",-20.67723881,0.126207555
2003,104,1.00E+07,7,R,Good,1,Drama,-3.677238806,-0.093698073
2002,88,2.00E+06,4.7,R,Bad,0,Comedy,-19.67723881,-0.070471697
2005,95,5.60E+07,4.9,PG,Bad,0,"Action, Comedy",-12.67723881,-0.066026722
1999,90,40000,4.5,R,Bad,0,Drama,-17.67723881,0.053663941
1969,158,2.00E+07,6.5,PG-13,Good,1,Comedy,50.32276119,1.392765305
2000,124,1.50E+07,6.2,PG-13,Good,1,Drama,16.32276119,0.047634357
2000,88,1.00E+06,6.9,R,Good,1,"Comedy, Drama",-19.67723881,0.013043108
2002,113,4.80E+07,7,R,Good,1,Drama,5.322761194,0.043185263
2004,84,2.00E+07,5.6,PG-13,Bad,0,Drama,-23.67723881,-0.111982843
2003,98,5.00E+06,5.8,R,Bad,0,Drama,-9.677238806,-0.10605209
2004,127,3.00E+07,7.4,R,Good,1,Drama,19.32276119,-0.087274808
1998,115,5.00E+07,6.1,PG-13,Good,1,"Comedy, Drama",7.322761194,0.220098086
2000,164,1.10E+08,6.8,R,Good,1,"Action, Drama",56.32276119,0.282360686
2001,111,5.00E+06,5.3,R,Bad,0,Drama,3.322761194,-0.020066482
2000,123,4.00E+07,6.7,PG-13,Good,1,"Drama, Romance",15.32276119,0.109404443
2003,119,6.00E+07,6.1,PG-13,Good,1,Action,11.32276119,0.0298421
1997,98,1.00E+07,4.6,R,Bad,0,Action,-9.677238806,0.164258752
1997,124,5.00E+07,5.9,R,Bad,0,Action,16.32276119,0.263090891
2001,184,135250000,5.4,R,Bad,0,"Action, Drama, Romance",76.32276119,0.301755669
1998,87,6.00E+06,6.4,R,Good,1,Comedy,-20.67723881,0.111382734
1998,94,5.00E+05,4.4,R,Bad,0,Comedy,-13.67723881,0.097793315
1995,113,1.10E+07,6,R,Bad,0,"Comedy, Drama, Romance",5.322761194,0.252715164
2000,130,1.20E+08,6.2,PG-13,Good,1,"Action, Drama",22.32276119,0.30706872
1997,89,3500000,4.2,R,Bad,0,Action,-18.67723881,0.14819853
1997,84,1.70E+07,3.8,PG-13,Bad,0,Comedy,-23.67723881,0.181554376
2003,113,1.00E+08,7.2,PG,Good,1,Action,5.322761194,0.128674238
2004,143,6.00E+07,7.2,PG-13,Good,1,"Drama, Romance",35.32276119,-0.013150704
1996,100,4.50E+07,5,PG,Bad,0,Action,-7.677238806,0.293729678
1996,123,3.20E+07,6.3,PG,Good,1,"Drama, Romance",15.32276119,0.261609233
2002,150,3.50E+07,8.5,R,Good,1,Drama,42.32276119,0.011064818
1997,105,1.90E+07,5.6,PG-13,Bad,0,"Comedy, Romance",-2.677238806,0.186495983
2003,80,3.00E+05,7.3,PG-13,Good,1,"Comedy, Drama",-27.67723881,-0.117664867
1972,108,12000,6.1,NC-17,Good,1,Comedy,0.322761194,1.214400473
2003,143,1.25E+08,8,PG-13,Good,1,"Action, Comedy",35.32276119,0.190444325
2001,119,1.00E+08,5.6,PG-13,Bad,0,Action,11.32276119,0.214659847
1999,124,2.40E+07,5.1,R,Bad,0,"Comedy, Drama",16.32276119,0.112864392
1998,121,1.40E+07,7.1,R,Good,1,"Drama, Romance",13.32276119,0.131149162
1998,124,4.00E+07,7.5,PG-13,Good,1,"Comedy, Drama",16.32276119,0.195390052
2001,123,4.50E+07,6.9,R,Good,1,Drama,15.32276119,0.078765656
2001,88,6100000,4.6,R,Bad,0,Action,-19.67723881,-0.017348598
2000,132,6.00E+06,7.1,R,Good,1,Drama,24.32276119,0.025397126
2002,94,4.00E+06,6.6,R,Good,1,Drama,-13.67723881,-0.06553009
2001,70,3.00E+06,4.1,PG-13,Bad,0,"Action, Comedy",-37.67723881,-0.025008089
1998,97,1400000,5.3,PG,Bad,0,"Comedy, Drama",-10.67723881,0.100017038
1994,108,3.00E+06,7.6,PG,Good,1,"Comedy, Drama, Romance",0.322761194,0.275941541
2002,73,1.00E+07,6.2,PG,Good,1,"Action, Animation, Comedy",-34.67723881,-0.050705269
1998,103,6.00E+07,5.4,PG-13,Bad,0,"Drama, Romance",-4.677238806,0.244806121
2000,118,1.00E+07,6.2,PG-13,Good,1,Drama,10.32276119,0.03528034
1996,129,3.00E+07,7.5,R,Good,1,Drama,21.32276119,0.256667626
1998,143,6.50E+07,6.8,R,Good,1,"Comedy, Drama",35.32276119,0.257160138
2004,77,7000,6.4,PG-13,Good,1,Drama,-30.67723881,-0.161381616
1998,99,6.00E+07,6.9,PG,Good,1,"Animation, Drama",-8.677238806,0.244806121
1997,109,2.00E+07,6.6,R,Good,1,"Comedy, Drama",1.322761194,0.188966787
2000,135,6.50E+07,6.3,R,Good,1,"Action, Drama",27.32276119,0.17117453
2001,99,9.00E+06,6.2,R,Good,1,Drama,-8.677238806,-0.010183268
1994,168,8.00E+06,8.8,R,Good,1,Drama,60.32276119,0.288295558
2002,95,2.50E+07,7.5,R,Good,1,"Comedy, Drama, Romance",-12.67723881,-0.013643217
2004,124,3.30E+07,6.2,R,Good,1,Action,16.32276119,-0.079862398
1999,119,3.30E+07,5.9,R,Bad,0,"Comedy, Drama",11.32276119,0.135101623
2001,90,4.00E+06,6,R,Bad,0,Action,-17.67723881,-0.022537285
2002,101,3.00E+07,7.4,R,Good,1,"Drama, Romance",-6.677238806,-0.0012892
2003,101,5.00E+05,5.3,PG,Bad,0,Comedy,-6.677238806,-0.117170706
2002,94,6.00E+06,7.7,PG,Good,1,Drama,-13.67723881,-0.060588483
2002,112,83000,2.4,R,Bad,0,"Action, Drama",4.322761194,-0.075208227
2003,109,3.50E+07,6.9,PG,Good,1,Drama,1.322761194,-0.031927987
1990,87,1.00E+07,6,R,Bad,0,Drama,-20.67723881,0.465208382
1997,135,4.00E+07,6.8,PG-13,Good,1,Drama,27.32276119,0.238382856
2004,103,1.50E+07,4.3,PG,Bad,0,"Drama, Romance",-4.677238806,-0.12433686
2002,88,8.00E+05,6.7,R,Good,1,"Comedy, Drama, Romance",-19.67723881,-0.073436661
1999,88,1.00E+05,4.7,R,Bad,0,"Drama, Romance",-19.67723881,0.05381219
2000,88,1.20E+07,3.5,R,Bad,0,Drama,-19.67723881,0.040221946
1999,133,6.40E+07,4.8,R,Bad,0,"Drama, Romance",25.32276119,0.211696531
1996,139,8.00E+07,6.6,R,Good,1,"Action, Drama",31.32276119,0.380207799
2001,99,5.00E+06,6.4,R,Good,1,"Comedy, Drama",-8.677238806,-0.020066482
2001,112,4.80E+07,6.5,PG-13,Good,1,Comedy,4.322761194,0.086178067
1999,108,1.20E+07,6.7,R,Good,1,"Comedy, Drama",0.322761194,0.083214751
2003,96,8.00E+06,2.8,R,Bad,0,Documentary,-11.67723881,-0.09863968
2002,87,3.00E+06,7,PG-13,Good,1,"Comedy, Drama",-20.67723881,-0.068000893
1955,111,1500000,7.8,PG-13,Good,1,Drama,3.322761194,1.948954701
1971,97,9.00E+05,4.9,PG-13,Bad,0,"Action, Drama",-10.67723881,1.259587351
2000,106,7.50E+07,5.3,PG-13,Bad,0,Action,-1.677238806,0.195882565
2002,101,9.50E+07,5.8,PG-13,Bad,0,Action,-6.677238806,0.159313025
2000,124,3.60E+07,5.5,R,Bad,0,"Action, Drama",16.32276119,0.09952123
2000,113,3.00E+07,7.4,PG,Good,1,Drama,5.322761194,0.084696409
1998,87,3.00E+07,5.8,R,Bad,0,Action,-20.67723881,0.170682017
2000,114,5.00E+07,6.2,PG-13,Good,1,Comedy,6.322761194,0.134112478
2002,121,4.00E+06,5.6,R,Bad,0,Comedy,13.32276119,-0.06553009
2000,102,4500000,8.4,R,Good,1,Drama,-5.677238806,0.021690921
2002,100,3.50E+07,6.2,R,Good,1,Action,-7.677238806,0.011064818
2004,94,5.00E+07,5.6,R,Bad,0,Action,-13.67723881,-0.037858739
1995,117,1.80E+07,6.6,R,Good,1,Drama,9.322761194,0.270010788
1998,102,4.00E+06,4.6,R,Bad,0,Drama,-5.677238806,0.106441127
2000,115,2.40E+07,6.9,PG,Good,1,"Comedy, Drama, Romance",7.322761194,0.069871588
1999,98,5.00E+06,4.5,PG-13,Bad,0,"Action, Drama",-9.677238806,0.065919126
2002,83,1.50E+07,5.1,R,Bad,0,Action,-24.67723881,-0.038351252
2001,132,4.80E+07,6.2,PG-13,Good,1,"Comedy, Drama",24.32276119,0.086178067
2002,115,4.50E+07,7.4,PG-13,Good,1,Drama,7.322761194,0.035772852
2002,112,3.00E+07,6.6,R,Good,1,Drama,4.322761194,-0.0012892
2000,94,15600000,6.3,R,Good,1,Comedy,-13.67723881,0.049116839
2000,89,9.50E+07,6.3,PG,Good,1,"Action, Animation, Comedy",-18.67723881,0.245298634
2002,117,8.00E+07,7.7,R,Good,1,Drama,9.322761194,0.122250973
1995,133,2.80E+07,6.8,R,Good,1,"Action, Drama, Romance",25.32276119,0.294718823
2005,91,7.50E+07,6.4,PG,Good,1,"Animation, Comedy",-16.67723881,-0.019081457
1999,88,250000,4.3,R,Bad,0,Comedy,-19.67723881,0.05418281
2001,105,3.80E+07,5.8,R,Bad,0,"Comedy, Drama",-2.677238806,0.061470032
1996,136,7.50E+07,7,R,Good,1,"Action, Drama",28.32276119,0.367853782
2002,97,7.00E+07,2.8,R,Bad,0,Action,-10.67723881,0.097542939
1996,120,14500000,6.7,PG-13,Good,1,"Action, Drama, Romance",12.32276119,0.218370172
2000,115,2.50E+07,5.8,R,Bad,0,"Action, Drama",7.322761194,0.072342391
1998,121,5.50E+07,7,R,Good,1,Action,13.32276119,0.232452104
2003,99,6.00E+06,2.7,R,Bad,0,"Comedy, Drama, Romance",-8.677238806,-0.103581287
1997,140,3.10E+07,6.8,R,Good,1,"Action, Drama",32.32276119,0.216145625
1998,121,1.20E+07,7.2,R,Good,1,Drama,13.32276119,0.126207555
2001,86,2300000,4,R,Bad,0,Action,-21.67723881,-0.026737651
2001,111,2.10E+07,7.6,R,Good,1,"Comedy, Drama",3.322761194,0.019466373
2003,81,2.50E+07,4.8,PG,Bad,0,"Animation, Comedy",-26.67723881,-0.056636021
2002,110,4.00E+06,6.7,R,Good,1,"Comedy, Drama, Romance",2.322761194,-0.06553009
2000,128,6.00E+07,6.3,R,Good,1,Drama,20.32276119,0.158820513
1999,116,7.00E+07,5.4,PG,Bad,0,"Comedy, Romance",8.322761194,0.226521352
2003,127,6.00E+07,7.1,PG-13,Good,1,Drama,19.32276119,0.0298421
2003,104,8.50E+07,6.5,PG-13,Good,1,"Action, Comedy",-3.677238806,0.091612187
1998,93,3.50E+07,6.7,PG-13,Good,1,"Action, Comedy",-14.67723881,0.183036035
2001,86,9.00E+07,6.5,PG-13,Good,1,"Action, Comedy",-21.67723881,0.189951812
1998,93,1.00E+07,7.7,R,Good,1,"Comedy, Drama, Romance",-14.67723881,0.121265948
1970,202,1.50E+07,7.4,R,Good,1,"Drama, Romance",94.32276119,1.337418484
2003,117,8.00E+07,5.9,PG-13,Bad,0,Action,9.322761194,0.079258169
1995,127,5.80E+07,6.1,PG,Good,1,"Comedy, Drama, Romance",19.32276119,0.368842927
1998,88,1.00E+06,6.1,R,Good,1,Comedy,-19.67723881,0.099028717
2005,124,1.30E+08,5.8,PG-13,Bad,0,"Action, Comedy",16.32276119,0.116812734
1997,116,7.00E+07,5.7,PG-13,Bad,0,"Action, Romance",8.322761194,0.31250696
2003,90,780000,6.9,PG-13,Good,1,"Action, Drama",-17.67723881,-0.116478881
2002,107,1.80E+07,7.2,R,Good,1,Drama,-0.677238806,-0.030938841
2001,138,3.00E+06,7.6,R,Good,1,"Action, Drama, Romance",30.32276119,-0.025008089
1966,193,1.20E+07,7.6,PG-13,Good,1,"Drama, Romance",85.32276119,1.50197729
1989,123,787000,7.2,R,Good,1,Drama,15.32276119,0.485437674
1999,94,350000,5.5,R,Bad,0,Drama,-13.67723881,0.05442989
1995,99,5.00E+06,4.1,R,Bad,0,Action,-8.677238806,0.237890343
2001,112,1.30E+07,6.1,PG-13,Good,1,"Drama, Romance",4.322761194,-0.000300054
2004,92,5.00E+06,7.1,PG-13,Good,1,"Comedy, Drama",-15.67723881,-0.149044895
1998,170,7.00E+07,8.3,R,Good,1,"Action, Drama",62.32276119,0.269514156
2001,96,2.20E+07,5.4,R,Bad,0,"Comedy, Romance",-11.67723881,0.021937177
1998,104,1.00E+07,7.2,R,Good,1,Drama,-3.677238806,0.121265948
2001,93,2.50E+07,4.6,R,Bad,0,"Comedy, Romance",-14.67723881,0.029349587
1995,135,5.00E+07,4.4,R,Bad,0,"Drama, Romance",27.32276119,0.349076499
2000,88,1.90E+07,5.5,R,Bad,0,Comedy,-19.67723881,0.057517571
2001,83,4.50E+07,4.2,R,Bad,0,Comedy,-24.67723881,0.078765656
2003,84,4.50E+07,5.3,PG-13,Bad,0,Comedy,-23.67723881,-0.007219952
1993,195,2.50E+07,8.8,R,Good,1,Drama,87.32276119,0.373292021
2003,108,2.00E+07,7.4,PG-13,Good,1,Comedy,0.322761194,-0.068990039
2002,86,8.40E+07,4.8,PG,Bad,0,Comedy,-21.67723881,0.132134187
2001,124,6.80E+07,6.8,R,Good,1,Drama,16.32276119,0.135594136
2002,92,6.00E+07,5.3,PG-13,Bad,0,Action,-15.67723881,0.072834904
2000,78,1.00E+07,4.8,PG-13,Bad,0,Comedy,-29.67723881,0.03528034
1995,127,3.00E+07,8.4,R,Good,1,Drama,19.32276119,0.29966043
2003,141,8.60E+07,7.5,PG-13,Good,1,Drama,33.32276119,0.09408299
1995,90,4.00E+06,5,R,Bad,0,"Comedy, Drama",-17.67723881,0.23541954
2002,97,6.00E+05,5.6,R,Bad,0,Documentary,-10.67723881,-0.073930821
2003,120,3.00E+07,7.4,PG,Good,1,"Comedy, Drama",12.32276119,-0.044282004
2004,96,4.00E+07,6.3,PG-13,Good,1,Drama,-11.67723881,-0.062566774
1996,136,4500000,7.9,R,Good,1,"Comedy, Drama",28.32276119,0.193662137
2001,94,1.60E+07,5,PG,Bad,0,Comedy,-13.67723881,0.007112356
2004,87,1.20E+07,5.1,R,Bad,0,Comedy,-20.67723881,-0.13174927
1997,127,2.00E+07,6.1,PG,Good,1,Drama,19.32276119,0.188966787
1995,136,16500000,7.7,PG,Good,1,"Comedy, Drama, Romance",28.32276119,0.266304583
2001,90,2.80E+07,6.6,PG-13,Good,1,"Comedy, Romance",-17.67723881,0.036761998
1994,95,1.30E+07,6.3,R,Good,1,Comedy,-12.67723881,0.300649575
1997,104,1.30E+07,5.3,R,Bad,0,Drama,-3.677238806,0.171671163
2002,99,2.90E+07,4.6,PG-13,Bad,0,"Comedy, Romance",-8.677238806,-0.003760003
2001,97,1500000,6.6,R,Good,1,Drama,-10.67723881,-0.028714294
1996,123,9.00E+06,6.1,R,Good,1,"Action, Drama",15.32276119,0.204780753
1997,139,7.00E+07,6.6,PG-13,Good,1,Drama,31.32276119,0.31250696
1996,93,3.90E+07,5.1,PG,Bad,0,Comedy,-14.67723881,0.278904857
2003,101,6800000,6.5,R,Good,1,Drama,-6.677238806,-0.101604644
1997,103,4.50E+07,4.5,R,Bad,0,Action,-4.677238806,0.250736873
2000,99,4.60E+07,6,R,Bad,0,Action,-8.677238806,0.124229264
1992,87,1400000,5.5,R,Bad,0,Comedy,-20.67723881,0.357973864
1998,122,2.50E+07,7.5,R,Good,1,"Comedy, Drama, Romance",14.32276119,0.158328
2004,106,4.00E+07,6,PG-13,Bad,0,"Comedy, Drama, Romance",-1.677238806,-0.062566774
1994,93,2500000,7.4,R,Good,1,Drama,-14.67723881,0.274706139
2001,113,4.00E+07,6.1,PG-13,Good,1,"Comedy, Drama, Romance",5.322761194,0.066411639
2003,114,5.00E+07,6.3,PG-13,Good,1,"Action, Comedy",6.322761194,0.005134065
2000,110,5.50E+07,6.7,PG-13,Good,1,"Action, Comedy",2.322761194,0.146466495
2003,96,4.00E+06,6.9,R,Good,1,Drama,-11.67723881,-0.108522894
2004,90,7.50E+07,5.9,PG,Bad,0,"Action, Animation, Comedy",-17.67723881,0.023911348
2003,95,6.00E+06,7.5,PG-13,Good,1,Drama,-12.67723881,-0.103581287
2004,99,4.00E+06,7.9,R,Good,1,Comedy,-8.677238806,-0.151515698
1994,142,2.50E+07,9.1,R,Good,1,Drama,34.32276119,0.330299217
1999,95,1.00E+07,5.5,PG-13,Bad,0,"Comedy, Romance",-12.67723881,0.078273144
1997,100,1.80E+07,5.7,R,Bad,0,"Comedy, Drama, Romance",-7.677238806,0.18402518
1996,96,3500000,6,R,Bad,0,"Comedy, Romance",-11.67723881,0.191191334
1996,105,5500000,7.6,PG-13,Good,1,"Drama, Romance",-2.677238806,0.196132941
2001,111,3.50E+07,6.9,R,Good,1,"Drama, Romance",3.322761194,0.054057622
1997,103,3.00E+06,6.6,PG,Good,1,"Comedy, Romance",-4.677238806,0.146963128
2000,114,9.00E+06,6.3,R,Good,1,Drama,6.322761194,0.032809536
1995,131,4.50E+07,3.8,NC-17,Bad,0,Drama,23.32276119,0.336722482
2002,96,8.50E+07,5.5,PG-13,Bad,0,"Action, Comedy",-11.67723881,0.134604991
